d,n,k,theta1,theta2,log_cost,pf_inv,eta,metric,qubits_in,qubits_out,qubits_max,depth,gates,dw,toffoli_count,t_count,t_depth
800,1023,341,1.1005177314530783,1.1005177314530783,238.58398620426183,704021352525,0.461678064990947,dw,92,92,1626,1.13457192191158e+17,3.54595902992235e+18,3.87908663892749e+19,1.61539422339084e+17,1.16873561175353e+18,6.89600406068935e+16
808,1023,341,1.1007213871926391,1.1007213871926391,240.72356490189267,885828192827,0.461918245861431,dw,93,93,1627,1.57882798688663e+17,4.89058687650702e+18,5.37774108472603e+19,2.22722327431889e+17,1.61197465180469e+18,9.56601119126522e+16
816,1023,341,1.1008557559923113,1.1008557559923113,242.8581291468842,1126743467567,0.462153754351946,dw,93,93,1627,2.16093426030696e+17,6.69372269951437e+18,7.36048831764168e+19,3.04838976684186e+17,2.20630194091009e+18,1.30929534372189e+17
824,1023,341,1.1011342043267627,1.1011342043267627,244.99741779080318,1397708677195,0.462390780227243,dw,94,94,1628,3.0345984358751e+17,9.31726933993001e+18,1.02986684417511e+20,4.24179270416118e+17,3.07114651922688e+18,1.83294175597565e+17
832,1023,341,1.1013263568102836,1.1013263568102836,247.13673352695437,1757852798601,0.46262271078896,dw,95,95,1629,4.22192610124571e+17,1.28497718282218e+19,1.42774775977759e+20,5.84809293590273e+17,4.23566835618647e+18,2.54231716404127e+17
840,1023,341,1.101514424801031,1.101514424801031,249.27596977952413,2210679344997,0.462851946344358,dw,96,96,1630,5.87288986137191e+17,1.77202347940839e+19,1.97924281997402e+20,8.06206744410553e+17,5.84131518469787e+18,3.52583889526808e+17
848,1023,341,1.101699323985885,1.101699323985885,251.41512708561643,2779628506201,0.463078538781008,dw,97,97,1631,8.16894440380804e+17,2.44371867937717e+19,2.74387297495333e+20,1.11144074836891e+18,8.05576897512295e+18,4.88975890600943e+17
856,1023,341,1.101880765460794,1.101880765460794,253.5542059549121,3494587685572,0.463302502837088,dw,98,98,1632,1.13614659034945e+18,3.36993480297753e+19,3.80388079249049e+20,1.53219769050648e+18,1.11094333852128e+19,6.78087489662789e+17
864,1023,341,1.102058890035991,1.102058890035991,255.6932068719047,4392897962274,0.463523863270065,dw,99,99,1633,1.58001103379364e+18,4.64710749607752e+19,5.27339022914974e+20,2.11219625110982e+18,1.53203164114441e+19,9.40285798470561e+17
872,1023,341,1.102233766449485,1.102233766449485,257.83213029986723,5521477539130,0.463742640783259,dw,100,100,1634,2.19706388213851e+18,6.40816634204707e+19,7.31057802187249e+20,2.91167981612128e+18,2.11267838355118e+19,1.30379396466005e+18
